start_time,end_time,tweet_Count
2022-01-01T00:00:00.000Z,2022-01-02T00:00:00.000Z,7253
2022-01-02T00:00:00.000Z,2022-01-03T00:00:00.000Z,7002
2022-01-03T00:00:00.000Z,2022-01-04T00:00:00.000Z,7818
2022-01-04T00:00:00.000Z,2022-01-05T00:00:00.000Z,7851
2022-01-05T00:00:00.000Z,2022-01-06T00:00:00.000Z,7842
2022-01-06T00:00:00.000Z,2022-01-07T00:00:00.000Z,7634
2022-01-07T00:00:00.000Z,2022-01-08T00:00:00.000Z,7724
2022-01-08T00:00:00.000Z,2022-01-09T00:00:00.000Z,7633
2022-01-09T00:00:00.000Z,2022-01-10T00:00:00.000Z,7470
2022-01-10T00:00:00.000Z,2022-01-11T00:00:00.000Z,9027
2022-01-11T00:00:00.000Z,2022-01-12T00:00:00.000Z,7903
2022-01-12T00:00:00.000Z,2022-01-13T00:00:00.000Z,8405
2022-01-13T00:00:00.000Z,2022-01-14T00:00:00.000Z,9370
2022-01-14T00:00:00.000Z,2022-01-15T00:00:00.000Z,10450
2022-01-15T00:00:00.000Z,2022-01-16T00:00:00.000Z,9348
2022-01-16T00:00:00.000Z,2022-01-17T00:00:00.000Z,8453
2022-01-17T00:00:00.000Z,2022-01-18T00:00:00.000Z,8042
2022-01-18T00:00:00.000Z,2022-01-19T00:00:00.000Z,10107
2022-01-19T00:00:00.000Z,2022-01-20T00:00:00.000Z,9376
2022-01-20T00:00:00.000Z,2022-01-21T00:00:00.000Z,8768
2022-01-21T00:00:00.000Z,2022-01-22T00:00:00.000Z,11031
2022-01-22T00:00:00.000Z,2022-01-23T00:00:00.000Z,8285
2022-01-23T00:00:00.000Z,2022-01-24T00:00:00.000Z,6933
2022-01-24T00:00:00.000Z,2022-01-25T00:00:00.000Z,7191
2022-01-25T00:00:00.000Z,2022-01-26T00:00:00.000Z,7877
2022-01-26T00:00:00.000Z,2022-01-27T00:00:00.000Z,8004
2022-01-27T00:00:00.000Z,2022-01-28T00:00:00.000Z,8288
2022-01-28T00:00:00.000Z,2022-01-29T00:00:00.000Z,8549
